index,0,1,2
26457,0.08792347735935514,0.16126344296685757,0.7508130901977323
26458,0.15781628730250102,0.16526077382017257,0.6769229624397876
26459,0.09453891583162945,0.1438139060776158,0.7616471774388289
26460,0.112684184580429,0.13920635307733964,0.7481094728661766
26461,0.12470930009391468,0.18712432203406348,0.6881663925869186
26462,0.1198306195418454,0.21696232505035223,0.6632070719853442
26463,0.26487350328368775,0.6699367003805772,0.06518981687139794
26464,0.1137680829163249,0.16711652267909233,0.7191154067911731
26465,0.07922237829609174,0.17685850615066062,0.7439191218862411
26466,0.07894337346028633,0.25693333034197485,0.6641232997367645
26467,0.09471730936410466,0.2052065690406788,0.7000761321191615
26468,0.08633229582608429,0.14537174071807932,0.7682959837586685
26469,0.24873402187937052,0.16594952602757548,0.5853164598230314
26470,0.11179609377995095,0.17286170733112782,0.7153422182604308
26471,0.10612792280121201,0.19131592094550526,0.7025561742278085
26472,0.11486394227187213,0.26959622462055244,0.6155398478224721
26473,0.09508318782364786,0.14920233961634538,0.7557144807556455
26474,0.2630101382256511,0.6796895776144921,0.05730028979435849
26475,0.14868376245884474,0.249450161385752,0.6018660880763322
26476,0.09745261158502563,0.20454596850992574,0.698001432291639
26477,0.13640229897915956,0.19921830727747872,0.6643794038016455
26478,0.10197765837164686,0.12918264843102376,0.76883969487371
26479,0.08473064808541174,0.1654343621045405,0.7498350026622993
26480,0.09409410164611415,0.15539677310537103,0.7505091362381212
26481,0.0989266324629722,0.23101279548422896,0.6700605895616634
26482,0.14167568490586024,0.17245491819051506,0.6858694060305859
26483,0.08338678957190558,0.16753836638968647,0.749074857821982
26484,0.139857928298155,0.25853379584183706,0.601608287780937
26485,0.08447100527179907,0.12503382395556445,0.7904951757086461
26486,0.11419959423592282,0.22219004736967402,0.6636103647273968
26487,0.11718936821543893,0.16972723720121807,0.713083416283159
26488,0.12268039645904666,0.812283331968127,0.06503628256243273
26489,0.08407197603559284,0.2892529791935946,0.6266750576230641
26490,0.10387250520571406,0.30357170997879296,0.5925558074466316
26491,0.09499080584263626,0.15058259890310033,0.7544266039155634
26492,0.0956301415641857,0.19659434458497407,0.7077755201838338
26493,0.2587615023999606,0.6814459480734716,0.059792557605791136
26494,0.10454516835864495,0.21377734562376047,0.6816774993355075
26495,0.08629251871597012,0.14079677271500793,0.7729107260778862
26496,0.13003559966261474,0.22701223244291213,0.6429521835406924
26497,0.10017574479321509,0.3781642270509481,0.5216600368171367
26498,0.14216991191612094,0.279926742703917,0.5779033591635362
26499,0.08670081290430887,0.18297045376266843,0.7303287536358548
26500,0.13028688626912557,0.27557246437771765,0.5941406687246663
26501,0.1263675125164482,0.14278026988901565,0.7308522146143039
26502,0.08635111267161083,0.14435161457115672,0.7692972767619196
26503,0.16100632725494612,0.24954631048244896,0.589447368129937
26504,0.11466118187716788,0.23505954457936878,0.6502792836017471
26505,0.09002889250957838,0.1437096360773122,0.766261477746103
26506,0.13417074113932376,0.8036024804237539,0.06222677859990381
26507,0.16115981630248863,0.7827491802511283,0.05609102095524749
26508,0.10865414868733296,0.2873938205570031,0.6039520450048994
26509,0.10062493882531437,0.14576186626841167,0.7536131998422837
26510,0.09237610305066293,0.19578113567271416,0.7118427792511486
26511,0.13181844066930265,0.13933948097037535,0.7288420963348478
26512,0.10299946447803075,0.23094644132330286,0.6660540949437244
26513,0.10090606107685124,0.23362035713772525,0.665473589515401
